"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2050","2050",3588757000000,,
"GBR","United Kingdom","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2060","2060",4170169000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",2949836670017.36,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",3051319628928.11,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",3385302000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",4038878000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",4793937000000,,
"GBR","United Kingdom","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",5570598000000,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",44021.1010793968,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",44747.9719228402,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",48156.71,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",56093.44,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",65573.7,,
"GBR","United Kingdom","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",76071.69,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2020","2020",105.846728204504,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2023","2023",101.11993758975,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2030","2030",109.4783,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2040","2040",109.1918,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2050","2050",109.5157,,
"GBR","United Kingdom","GGFLQ","Government gross financial liabilities, % of GDP","S0","Baseline","A","Annual","2060","2060",109.8689,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2020","2020",65.5677359753038,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2023","2023",66.5477417690356,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2030","2030",74.90606,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2040","2040",74.61957,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2050","2050",74.94349,,
"GBR","United Kingdom","GNFLQ","Government net financial liabilities, % of GDP","S0","Baseline","A","Annual","2060","2060",75.29667,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2020","2020",0.374441666666667,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2023","2023",4.12465,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2030","2030",4.573958,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2040","2040",4.727708,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2050","2050",4.573491,,
"GBR","United Kingdom","IRL","Nominal long-term interest rate on government bonds, %","S0","Baseline","A","Annual","2060","2060",4.399456,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2020","2020",0.295,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2023","2023",4.9975,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2030","2030",3.632869,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2040","2040",3.794071,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2050","2050",3.704666,,
"GBR","United Kingdom","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2060","2060",3.496645,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2020","2020",4478219585250.3,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2023","2023",4759104271141.73,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2030","2030",5602357000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2040","2040",6982508000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2050","2050",8559671000000,,
"GBR","United Kingdom","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2060","2060",10284600000000,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2020","2020",-13.0336721969616,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2023","2023",-5.53476801962189,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2030","2030",-3.168996,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2040","2040",-2.660985,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2050","2050",-2.73277,,
"GBR","United Kingdom","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2060","2060",-2.498978,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2020","2020",-11.3037283869888,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2023","2023",-1.80588218410895,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2030","2030",0.3524937,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2040","2040",1.297682,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2050","2050",1.368516,,
"GBR","United Kingdom","NLGXQ","Government primary balance, % of GDP","S0","Baseline","A","Annual","2060","2060",1.544111,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2020","2020",-4.79547106120896,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2023","2023",-1.76510651765589,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2030","2030",0.3867554,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2040","2040",1.297724,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2050","2050",1.368516,,
"GBR","United Kingdom","NLGXQU","Underlying government primary balance, % of potential GDP","S0","Baseline","A","Annual","2060","2060",1.544111,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2020","2020",1.05083623430641,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2023","2023",1.18397788146888,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2030","2030",1.365004,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2040","2040",1.663284,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2050","2050",2.027533,,
"GBR","United Kingdom","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2060","2060",2.471552,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2020","2020",67081000,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2023","2023",68254851.7738075,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2030","2030",70301544.7388806,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2040","2040",72001866.2598457,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2050","2050",73107491.2717216,,
"GBR","United Kingdom","POP","Total population","S0","Baseline","A","Annual","2060","2060",73227533.874086,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2020","2020",67009606.7042262,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2023","2023",68189003.8321638,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2030","2030",70297624.8514753,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2040","2040",72002669.8007898,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2050","2050",73107617.5274906,,
"GBR","United Kingdom","POPS","Trend total population","S0","Baseline","A","Annual","2060","2060",73228260.6248303,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2020","2020",49294350.3349562,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2023","2023",49977835.0060297,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2030","2030",51879052.4602511,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2040","2040",52028195.2390022,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2050","2050",51456071.683909,,
"GBR","United Kingdom","POPS_1574","Trend working-age population (15 to 74)","S0","Baseline","A","Annual","2060","2060",51377938.9394688,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2020","2020",0.685567134988322,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2023","2023",0.696880152483273,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2030","2030",0.7045385,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2040","2040",0.7044165,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2050","2050",0.7044164,,
"GBR","United Kingdom","PPP","Purchasing Power Parity exchange rate, local currency per USD","S0","Baseline","A","Annual","2060","2060",0.7044164,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2020","2020",2.20765802936053,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2023","2023",4.52189731258177,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2030","2030",3.825339,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2040","2040",4.233608,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2050","2050",4.356971,,
"GBR","United Kingdom","RATE_GGINTP","Implicit interest rate paid on gross government financial liabilities, %","S0","Baseline","A","Annual","2060","2060",4.276545,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0361369874541539,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0206187087167478,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0,,
"GBR","United Kingdom","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.412244932814451,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.397896128102529,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.397896128102529,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.397896128102529,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.397896128102529,,
"GBR","United Kingdom","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.397896128102529,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.00392563754205887,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.00312733778854136,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0033336842723715,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0033336842723715,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0033336842723715,,
"GBR","United Kingdom","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0033336842723715,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0871254079199161,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0850803036813522,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0906940309775121,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0906940309775121,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0906940309775121,,
"GBR","United Kingdom","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0906940309775121,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.3276287152493,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.351172812161989,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.351172812161989,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.351172812161989,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.351172812161989,,
"GBR","United Kingdom","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.351172812161989,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0819597738276028,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0851450696491967,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0907630703020071,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0907630703020071,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0907630703020071,,
"GBR","United Kingdom","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0907630703020071,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.00773861700624,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0088446809955869,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0110549717825591,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0110549717825591,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0110549717825591,,
"GBR","United Kingdom","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0110549717825591,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2020","2020",0.0432399296635414,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2023","2023",0.0481149565440951,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2030","2030",0.0550853000410703,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2040","2040",0.0550853000410703,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2050","2050",0.0550853000410703,,
"GBR","United Kingdom","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S0","Baseline","A","Annual","2060","2060",0.0550853000410703,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2020","2020",6416751.3139,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2023","2023",6408906.65849126,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2030","2030",6577794,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2040","2040",6979636,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2050","2050",7347099,,
"GBR","United Kingdom","TES","Total primary energy supply, terajoules","S0","Baseline","A","Annual","2060","2060",7616005,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2020","2020",39.9422361477907,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2023","2023",39.730084363531,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2030","2030",41.11784,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2040","2040",42.77723,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2050","2050",43.85863,,
"GBR","United Kingdom","YRGXQA","Cyclically adjusted current government receipts excluding interest, % of potential GDP","S0","Baseline","A","Annual","2060","2060",45.62801,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2020","2020",326.263,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2023","2023",323.097787403948,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2030","2030",235.8895,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2040","2040",122.7327,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2050","2050",41.23498,,
"GBR","United Kingdom","CO2","Gross CO2 emissions, million tonnes","S1","Energy transition","A","Annual","2060","2060",39.79206,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",48280.573411834,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",48570.8366054306,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",50202.61,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",56313.73,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",64532.11,,
"GBR","United Kingdom","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2060","2060",74695.15,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2020","2020",65.5003879058734,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2023","2023",65.5499908237329,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2030","2030",65.6498033978226,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2040","2040",67.6857898359955,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2050","2050",69.0151134503593,,
"GBR","United Kingdom","ERS1574","Trend aggregate employment rate, % of trend working-age population","S1","Energy transition","A","Annual","2060","2060",68.1712320661434,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2020","2020",32287990.6850765,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2023","2023",32760466.2603528,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2030","2030",34058495.9448081,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2040","2040",35215694.8849325,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2050","2050",35512466.249748,,
"GBR","United Kingdom","ETPT","Potential employment, persons","S1","Energy transition","A","Annual","2060","2060",35024973.9852267,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2020","2020",1.28315365933662,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2023","2023",1.23756792236077,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2030","2030",1.232038,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2040","2040",1.263609,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2050","2050",1.298074,,
"GBR","United Kingdom","EXCH","Exchange rate, USD per local currency","S1","Energy transition","A","Annual","2060","2060",1.325249,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2020","2020",-9.31815280583182,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2023","2023",-0.0595196167004986,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2030","2030",-0.0617567,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2040","2040",-0.0000763042,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2050","2050",0,,
"GBR","United Kingdom","GAP","Output gap, % of potential output","S1","Energy transition","A","Annual","2060","2060",0,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2020","2020",2104288000000,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2023","2023",2702866126101.33,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2030","2030",3449649000000,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2040","2040",4990856000000,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2050","2050",7156116000000,,
"GBR","United Kingdom","GDP","Gross domestic product, nominal, local currency","S1","Energy transition","A","Annual","2060","2060",10114480000000,,
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2020","2020",2002489000000,,
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2023","2023",2282868766727.37,,
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2527209000000,,
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2040","2040",3000603000000,,
"GBR","United Kingdom","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S1","Energy transition","A","Annual","2050","2050",3529469000000,,
